Cenário,Métrica,XGBoosting,Random Forest,Support Vector Regression,Linear Regression
"28, 65, 3",RRSE,0.9724298452764426,0.9645969000305675,1.002400984784238,0.9638790274347497
"42, 51, 0",MAPE,0.18617829637383354,0.1976489354121123,0.21976793491716687,0.2176170547077495
"42, 51, 0",RMSE,879.7396279163149,859.5129335396015,900.769081509039,906.712611917546
"42, 51, 0",RRSE,0.9795301303349246,0.957009084390918,1.0029449939660446,1.009562710084487
"42, 51, 1",MAPE,0.18690340901803507,0.20210995968602952,0.2200557405904004,0.2127247700345618
"42, 51, 1",RMSE,875.5531828872168,850.399630018859,900.7966605414914,880.6771488753612
"42, 51, 1",RRSE,0.9747118880759311,0.9467096290614802,1.0028142560952693,0.9804161567147262
"42, 51, 2",MAPE,0.19408801451372254,0.2009142009172743,0.22000905403847276,0.2118519019400776
"42, 51, 2",RMSE,855.9071810014868,848.6669898469285,900.9964681781325,872.4850457565974
"42, 51, 2",RRSE,0.9526714747138835,0.944612746223778,1.0028583158362023,0.9711235443008908
"42, 51, 3",MAPE,0.19837592822506184,0.20676077058516645,0.2200600196408593,0.21272390342575764
"42, 51, 3",RMSE,854.981492287918,851.2382079577907,901.3001971861947,870.3238377737151
"42, 51, 3",RRSE,0.951307676232664,0.9471426561127039,1.0028448614470162,0.9683785615836382
"56, 37, 0",MAPE,0.2322927533444318,0.24024774330312812,0.22227492417546565,0.21614438948882425
"56, 37, 0",RMSE,878.7773292922492,889.0354533567735,944.6668810794627,951.672781667512
"56, 37, 0",RRSE,0.9365949052105428,0.9475279441222182,1.0068195417065842,1.0142863829398054
"56, 37, 1",MAPE,0.20983389411908607,0.22194155654287673,0.22263674396839073,0.21227161358368488
"56, 37, 1",RMSE,884.0869808820366,879.2395961781442,944.6797579039296,920.6294471632663
"56, 37, 1",RRSE,0.9420325750866217,0.936867478898364,1.006596776351792,0.9809701393255817
"56, 37, 2",MAPE,0.19538568424704297,0.21529686837773276,0.222771854328196,0.2129607265979091
"56, 37, 2",RMSE,892.1936141203101,877.6154975047921,945.135963525176,912.9922250102107
"56, 37, 2",RRSE,0.9502458673939267,0.9347191982393382,1.006633010202275,0.9723977789665603
"56, 37, 3",MAPE,0.20741683362131183,0.21398716509459917,0.22302788878492788,0.21582990988429337
"56, 37, 3",RMSE,890.9844895952942,882.0155396736296,945.8048338682606,913.006983032277
"56, 37, 3",RRSE,0.9483091515167835,0.9387631522434711,1.006656557976092,0.9717485405402632
"70, 23, 0",MAPE,0.2197760304345937,0.24248345307817,0.22568064814259858,0.2276912540200903
"70, 23, 0",RMSE,887.9624005871332,881.6255959698609,956.524980517532,945.9257089855356
"70, 23, 0",RRSE,0.9359987348645336,0.9293191264701586,1.0082703626175427,0.9970976995206877
"70, 23, 1",MAPE,0.2206289506627211,0.2290883675131795,0.22579582193013242,0.2207556600993531
"70, 23, 1",RMSE,904.6412606157323,874.9293776102014,956.5339057890831,911.434568344137
"70, 23, 1",RRSE,0.9534522844762,0.9221372605423682,1.0081448606852135,0.9606121334182978
"70, 23, 2",MAPE,0.2275955423831468,0.2299912940699594,0.2258713233721346,0.2202435427778798
"70, 23, 2",RMSE,895.1101577895084,876.9481243770638,957.1970649393836,907.1394072707377
"70, 23, 2",RRSE,0.9428575223054687,0.9237266816214846,1.0082562968959656,0.9555284413676263
"70, 23, 3",MAPE,0.22391376782957126,0.2296210615584048,0.22616663281504792,0.2224867961069897
"70, 23, 3",RMSE,892.7737621056311,873.7979954376668,958.1934284857348,909.7605211779023
"70, 23, 3",RRSE,0.9394108127765193,0.9194437828914037,1.0082478962283858,0.9572849325410662
