Teste,Rota,Modelo,Métrica,Valor
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao, Temperatura]",SP - 32893,RF,Tempo de treino,0.877
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao, Temperatura]",SP - 32893,RF,Tempo de predição,0.80002
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao, Temperatura]",SP - 32893,LR,RRSE,1.000899786952847
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao, Temperatura]",SP - 32893,LR,MAPE,0.2594548098203446
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao, Temperatura]",SP - 32893,LR,Tempo de treino,0.2001
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao, Temperatura]",SP - 32893,LR,Tempo de predição,0.1035
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva, Calor]",SP - 32893,XGB,RRSE,0.9479980687778703
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva, Calor]",SP - 32893,XGB,MAPE,0.2248686665276285
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva, Calor]",SP - 32893,XGB,Tempo de treino,0.899967
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva, Calor]",SP - 32893,XGB,Tempo de predição,0.17969
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva, Calor]",SP - 32893,RF,RRSE,0.9490361639381474
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva, Calor]",SP - 32893,RF,MAPE,0.22592589150028708
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva, Calor]",SP - 32893,RF,Tempo de treino,0.704004
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva, Calor]",SP - 32893,RF,Tempo de predição,0.78
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva, Calor]",SP - 32893,LR,RRSE,0.9983431290249376
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva, Calor]",SP - 32893,LR,MAPE,0.25615223039869234
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva, Calor]",SP - 32893,LR,Tempo de treino,0.2028
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva, Calor]",SP - 32893,LR,Tempo de predição,0.2
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao]",SP - 32893,XGB,RRSE,0.9456961338290771
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao]",SP - 32893,XGB,MAPE,0.22414373539001725
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao]",SP - 32893,XGB,Tempo de treino,0.895
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao]",SP - 32893,XGB,Tempo de predição,0.28999
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao]",SP - 32893,RF,RRSE,0.9442597548165655
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao]",SP - 32893,RF,MAPE,0.2261737501842034
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao]",SP - 32893,RF,Tempo de treino,0.690001
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao]",SP - 32893,RF,Tempo de predição,0.75025
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao]",SP - 32893,LR,RRSE,0.9948540459093559
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao]",SP - 32893,LR,MAPE,0.24880950094809517
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao]",SP - 32893,LR,Tempo de treino,0.2
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Precipitacao]",SP - 32893,LR,Tempo de predição,0.1001
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Temperatura]",SP - 32893,XGB,RRSE,0.961120306383517
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Temperatura]",SP - 32893,XGB,MAPE,0.2233912488697088
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Temperatura]",SP - 32893,XGB,Tempo de treino,0.934997
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Temperatura]",SP - 32893,XGB,Tempo de predição,0.2897
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Temperatura]",SP - 32893,RF,RRSE,0.9497708088734526
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Temperatura]",SP - 32893,RF,MAPE,0.22575539960317473
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Temperatura]",SP - 32893,RF,Tempo de treino,0.982036
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Temperatura]",SP - 32893,RF,Tempo de predição,0.83999
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Temperatura]",SP - 32893,LR,RRSE,1.0015160839480068
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Temperatura]",SP - 32893,LR,MAPE,0.2597933342605088
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Temperatura]",SP - 32893,LR,Tempo de treino,0.1994
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Temperatura]",SP - 32893,LR,Tempo de predição,0.1
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva]",SP - 32893,XGB,RRSE,0.9465049562432934
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva]",SP - 32893,XGB,MAPE,0.2245397956606084
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva]",SP - 32893,XGB,Tempo de treino,0.9
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva]",SP - 32893,XGB,Tempo de predição,0.29996
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva]",SP - 32893,RF,RRSE,0.9451933590465968
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva]",SP - 32893,RF,MAPE,0.2266294372068998
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva]",SP - 32893,RF,Tempo de treino,0.702004
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva]",SP - 32893,RF,Tempo de predição,0.78003
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva]",SP - 32893,LR,RRSE,0.9953877468190457
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva]",SP - 32893,LR,MAPE,0.24945835763077587
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva]",SP - 32893,LR,Tempo de treino,0.2
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Chuva]",SP - 32893,LR,Tempo de predição,0.2
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Calor]",SP - 32893,XGB,RRSE,0.9454603303699879
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Calor]",SP - 32893,XGB,MAPE,0.22394113502596288
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Calor]",SP - 32893,XGB,Tempo de treino,0.919969
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Calor]",SP - 32893,XGB,Tempo de predição,0.32
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Calor]",SP - 32893,RF,RRSE,0.9514857617446646
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Calor]",SP - 32893,RF,MAPE,0.2264393557522112
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Calor]",SP - 32893,RF,Tempo de treino,0.746
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Calor]",SP - 32893,RF,Tempo de predição,0.8003
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Calor]",SP - 32893,LR,RRSE,0.9984492438075776
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Calor]",SP - 32893,LR,MAPE,0.25581585154202197
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Calor]",SP - 32893,LR,Tempo de treino,0.1999
"2 Teste Clima - [dia_semana, tipo_dia, hora_dia, Calor]",SP - 32893,LR,Tempo de predição,0.1
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1]",SP - 32893,XGB,RRSE,0.941282775599936
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1]",SP - 32893,XGB,MAPE,0.21905326287357244
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1]",SP - 32893,XGB,Tempo de treino,1.94964
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1]",SP - 32893,XGB,Tempo de predição,0.5466
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1]",SP - 32893,RF,RRSE,0.9438766555745499
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1]",SP - 32893,RF,MAPE,0.22109304436198965
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1]",SP - 32893,RF,Tempo de treino,0.99281
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1]",SP - 32893,RF,Tempo de predição,0.90514
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1]",SP - 32893,LR,RRSE,0.9647909560579802
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1]",SP - 32893,LR,MAPE,0.23802237817994965
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1]",SP - 32893,LR,Tempo de treino,0.2001
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1]",SP - 32893,LR,Tempo de predição,0.1
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,RRSE,0.9375940685586607
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,MAPE,0.2185524868645865
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,Tempo de treino,1.199
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,Tempo de predição,0.4002
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,RRSE,0.9351807579160867
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,MAPE,0.21899549641881452
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,Tempo de treino,1.185
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,Tempo de predição,0.91003
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,RRSE,0.959239971169782
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,MAPE,0.23418917699875555
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,Tempo de treino,0.3
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,Tempo de predição,0.1999
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3]",SP - 32893,XGB,RRSE,0.937352478746061
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3]",SP - 32893,XGB,MAPE,0.21953746880774166
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3]",SP - 32893,XGB,Tempo de treino,1.175028
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3]",SP - 32893,XGB,Tempo de predição,0.13996
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3]",SP - 32893,RF,RRSE,0.9356437395105213
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3]",SP - 32893,RF,MAPE,0.221248065529149
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3]",SP - 32893,RF,Tempo de treino,1.312098
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3]",SP - 32893,RF,Tempo de predição,0.98032
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3]",SP - 32893,LR,RRSE,0.9632608073433886
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3]",SP - 32893,LR,MAPE,0.234845754818555
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3]",SP - 32893,LR,Tempo de treino,0.2973
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3]",SP - 32893,LR,Tempo de predição,0.197
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 32893,XGB,RRSE,0.9358097191423217
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 32893,XGB,MAPE,0.21844577029337653
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 32893,XGB,Tempo de treino,1.207047
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 32893,XGB,Tempo de predição,0.21999
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 32893,RF,RRSE,0.9398475842972089
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 32893,RF,MAPE,0.22150674475688129
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 32893,RF,Tempo de treino,1.788842
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 32893,RF,Tempo de predição,0.103024
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 32893,LR,RRSE,0.9622628534856958
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 32893,LR,MAPE,0.23472020541013824
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 32893,LR,Tempo de treino,0.2001
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4]",SP - 32893,LR,Tempo de predição,0.1976
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 32893,XGB,RRSE,0.933950857399646
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 32893,XGB,MAPE,0.21865040941673364
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 32893,XGB,Tempo de treino,1.296997
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 32893,XGB,Tempo de predição,0.26999
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 32893,RF,RRSE,0.9343136194084524
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 32893,RF,MAPE,0.22141243182548098
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 32893,RF,Tempo de treino,1.873534
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 32893,RF,Tempo de predição,0.10203
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 32893,LR,RRSE,0.960476350392863
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 32893,LR,MAPE,0.23437037241771994
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 32893,LR,Tempo de treino,0.2968
"3 Teste com os tempos de viagem anteriores - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2, tempo_viagem_3, tempo_viagem_4, tempo_viagem_5]",SP - 32893,LR,Tempo de predição,0.1972
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,RRSE,0.9936670140520674
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,MAPE,0.24054613268032096
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,Tempo de treino,0.857996
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,Tempo de predição,0.29968
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,RRSE,0.9697011135136135
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,MAPE,0.23604828382265222
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,Tempo de treino,0.537003
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,Tempo de predição,0.160001
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,RRSE,0.9684447562070807
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,MAPE,0.24272093193151487
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,Tempo de treino,0.2029
"4 Teste de quantidade de dados para treino - 2 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,Tempo de predição,0.2002
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,RRSE,0.9866417498352575
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,MAPE,0.23046675383443024
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,Tempo de treino,0.988781
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,Tempo de predição,0.3
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,RRSE,0.9758468408904198
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,MAPE,0.2338460457051693
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,Tempo de treino,0.69349
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,Tempo de predição,0.153999
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,RRSE,0.9719805266368365
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,MAPE,0.240447024745119
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,Tempo de treino,0.2
"4 Teste de quantidade de dados para treino - 4 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,Tempo de predição,0.2001
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,RRSE,0.9608144577362442
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,MAPE,0.22197335835914594
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,Tempo de treino,1.60969
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,Tempo de predição,0.4997
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,RRSE,0.9527015526145797
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,MAPE,0.2223107675704836
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,Tempo de treino,0.909026
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,RF,Tempo de predição,0.141
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,RRSE,0.9684134624897314
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,MAPE,0.2350391006876417
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,Tempo de treino,0.2004
"4 Teste de quantidade de dados para treino - 6 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,LR,Tempo de predição,0.2
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,RRSE,0.9432636730045385
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,MAPE,0.21746458407327385
"4 Teste de quantidade de dados para treino - 8 semanas - [dia_semana, tipo_dia, hora_dia, Precipitacao, tempo_viagem_1, tempo_viagem_2]",SP - 32893,XGB,Tempo de treino,1.193998
